episode,reward_obtained
0,-7.63999
1,-2.96
2,-1.36
3,-5
4,-21.4001
5,-14.6
6,-15.76
7,-18.76
8,-21.5201
9,-12.44
10,-21.6001
11,-23.0802
12,-14.76
13,-11.8
14,-0.759999
15,-5.16
16,-5.4
17,-7.08
18,-4.48
19,-4.8
20,-1.92
21,-0.799999
22,-0.4
23,-3.04
24,-9.83999
25,-4.24
26,-9.71999
27,-3.08
28,-4.04
29,-24.7202
30,-9.79999
31,-1.96
32,-7.47999
33,-12.08
34,-27.4402
35,-3.88
36,-10.6
37,-3.88
38,-5.4
39,-7
40,-7.04
41,-1.48
42,-14.2
43,-2.64
44,-4.32
45,-14
46,-25.1602
47,-3.68
48,-5.48
49,0.56
50,-4.08
51,-3.72
52,-3.24
53,-11.24
54,-2.24
55,-2.36
56,-1.28
57,-8.35999
58,-19
59,-1.96
60,-2.48
61,-5.52
62,-0.799999
63,-2.76
64,-6.84
65,-7.64
66,-2.68
67,-11.16
68,-3.68
69,-17.68
70,-1.52
71,-1.84
72,-6.68
73,-8.83999
74,-3.92
75,-1.19209e-07
76,-2.36
77,-2.16
78,-1.48
79,-2.76
80,-2.2
81,-2.12
82,-1.64
83,-4
84,0.44
85,-1.52
86,-2.52
87,-1.32
88,-0.679999
89,-1.88
90,-1.24
91,-2.24
92,-1.16
93,0.44
94,-3.64
95,-1.8
96,-1.48
97,-0.839999
98,-1.2
99,-2.84
100,-1.68
101,-1.44
102,-0.2
103,-1.52
104,-1.84
105,-1.8
106,-2.88
107,-1.32
108,-4.52
109,-2.04
110,-1.16
111,-2.16
112,-1.2
113,-2.08
114,-2.72
115,-1.16
116,-1.24
117,-1.72
118,-2.04
119,0.48
120,-3.2
121,0.64
122,0.56
123,-0.24
124,-3.36
125,-1.12
126,-1.36
127,0.0799999
128,-1.16
129,-2.24
130,-1.32
131,-1.84
132,0.64
133,-5.24
134,-1.12
135,-0.0400001
136,-1.4
137,-2.64
138,-2.76
139,-4.2
140,-1.2
141,-3.68
142,-1.16
143,-2.84
144,-0.44
145,-0.2
146,-1.28
147,-1.6
148,-1.48
149,-2.6
150,-5.8
151,-1.84
152,-1.4
153,-6.95999
154,-3.92
155,-1.6
156,-0.16
157,-5.28
158,-1.88
159,0.64
160,-1.28
161,-0.52
162,-5.6
163,-2.4
164,-4.4
165,-0.719999
166,-0.959999
167,-2.6
168,-4.72
169,-3.2
170,0.2
171,-0.2
172,-1.44
173,-0.6
174,-1.6
175,-1.12
176,-3.52
177,-0.839999
178,-1.92
179,-4.28
180,-2.36
181,-4.88
182,-4.76
183,-0.839999
184,-0.64
185,-1.4
186,-1.96
187,-2.24
188,0.28
189,0.0799999
190,-1.72
191,-3.68
192,-3.2
193,-3.88
194,0.84
195,-1.6
196,-0.2
197,-4.24
198,-1.64
199,-1.92
200,0.32
201,-6.56
202,-11.28
203,0.12
204,-2.2
205,-1.72
206,-1.44
207,-3.24
208,-0.719999
209,-5.92
210,-4.88
211,-4
212,-0.44
213,-4.96
214,-1.12
215,-0.799999
216,-2.16
217,-2
218,-3.04
219,-3.52
220,-1.24
221,-1.44
222,-1.8
223,-2
224,-0.879999
225,-4.48
226,-2
227,-2.88
228,-6.27999
229,-3.12
230,-2.4
231,-3.24
232,-1.4
233,-3.28
234,0.24
235,-1.24
236,-1.96
237,-0.44
238,-6.59999
239,-2.2
240,-2.96
241,-2.52
242,-2.2
243,-2.08
244,-5.4
245,0.72
246,-1.24
247,-3.12
248,-0.0400001
249,-4.8
250,-0.679999
251,-3.36
252,-2.76
253,-3.88
254,-2.36
255,-1.08
256,-4.76
257,-0.24
258,-1.92
259,-7.32
260,-2.32
261,-0.64
262,-1.24
263,-0.16
264,-1.32
265,-5.96
266,-4.56
267,-2.48
268,-1.64
269,-1.96
270,-3.84
271,-2.48
272,-1.68
273,-0.759999
274,-4.32
275,-1.84
276,-3
277,-1.52
278,-4.2
279,-5.12
280,-2.08
281,-1.64
282,-8.39999
283,-3.12
284,-1.24
285,-2
286,-3.2
287,-1.92
288,-3.16
289,-0.0400001
290,-0.959999
291,-4.88
292,0.44
293,-8.07999
294,-10.96
295,-1.12
296,-6.55999
297,-3.4
298,-7.79999
299,-3.04
300,-8.91999
301,-3.64
302,0.32
303,-2.64
304,-2.08
305,-2.4
306,-5.6
307,-9.87999
308,-4.44
309,-3.32
310,-2.4
311,-1.72
312,-5.08
313,-2.56
314,-1.4
315,-8.51999
316,-2.4
317,-3.04
318,-7
319,-2.4
320,-2.12
321,-0.2
322,-2.56
323,-22.6801
324,-2.56
325,-2.6
326,-8.63999
327,-2.8
328,-3.28
329,-4.64
330,-1.32
331,-0.919999
332,-0.759999
333,-3.12
334,-1.44
335,-1.92
336,-9.47999
337,-1.4
338,-4.44
339,-4.92
340,-8.83999
341,-1.24
342,-3.68
343,-1.32
344,0.72
345,-13.48
346,-5.88
347,-14.6
348,-8.79999
349,-1.28
350,-1.52
351,-1.72
352,-4.48
353,-12.16
354,-11.28
355,-15.64
356,-2.36
357,-3.64
358,-2.76
359,-2.68
360,-2.92
361,-0.12
362,-7.56
363,-0.0400001
364,-2.88
365,-2
366,-1.2
367,-2.52
368,-7.28
369,-5.12
370,-0.6
371,-1.36
372,-1.76
