episode,reward_obtained
0,-1.36
1,-10.24
2,-5.4
3,-9.55999
4,-7
5,-14.16
6,-9.43999
7,-12.56
8,-1.28
9,-1.28
10,-1.28
11,-1.36
12,-1.36
13,-1.44
14,-1.76
15,-6.4
16,-1.28
17,0.76
18,-1.12
19,-2.88
20,-1.52
21,-1.28
22,-1.36
23,-1.36
24,-1.28
25,-1.36
26,-7.83999
27,-9.23999
28,-12.4
29,-3.04
30,-1.12
31,-4.88
32,-4.32
33,-7.56
34,-6.92
35,-6.2
36,-3.12
37,-13.68
38,-3.4
39,-7.28
40,-15.88
41,-22.4401
42,-6.6
43,-3.24
44,-9.39999
45,-9.95999
46,-0.36
47,-5.88
48,-2.36
49,-23.7601
50,-4.6
51,-2.24
52,-3.16
53,-5.64
54,-3.84
55,-20.0801
56,-3.4
57,-5.52
58,-9.83999
59,-6.16
60,-9.99999
61,-16.08
62,-3.6
63,-8.55999
64,-5.96
65,-7.44
66,-3.8
67,-2.52
68,-12.24
69,-5.08
70,-4.32
71,-9.39999
72,-10.64
73,-6.48
74,-1.52
75,-5
76,-3.64
77,-29.6003
78,-8.83999
79,-1.2
80,-6.12
81,-2.56
82,-9.79999
83,-10.92
84,-2.64
85,-7.32
86,-9.31999
87,-9.51999
88,-19
89,-4.92
90,-18.44
91,-3.36
92,-3.64
93,-19.52
94,-0.679999
95,-11.24
96,-16.28
97,-2.6
98,-2
99,-25.4802
100,-28.4802
101,-5.96
102,-6.4
103,-3.32
104,-8.04
105,-1.64
106,-16.44
107,-4.28
108,-11.84
109,-16.84
110,-2.44
111,-8.07999
112,-1.72
113,-8.99999
114,-4.24
115,-13.6
116,-5.8
117,-13.44
118,-12.88
119,-3.56
120,-2.84
121,-44.4806
122,-6.08
123,-7.48
124,-3.56
125,-30.3603
126,-7
127,-0.839999
128,-11
129,-9.75999
130,-24.8402
131,-7.83999
132,-12.08
133,-5.32
134,-1.64
135,-27.5202
136,-9.79999
137,-9.91999
138,-6.84
139,-22.2001
140,-5.64
141,-6.8
142,-4.16
143,-4.72
144,-8.91999
145,-28.4402
146,-4.16
147,-2.92
148,-4.12
149,-2.6
150,-6.44
151,-1.84
152,-7.2
153,-4
154,-174.035
155,-268.464
156,-33.4404
157,-15.52
158,-17.32
159,-3.4
160,-4.32
161,-5.88
162,-15.76
163,-2.32
164,-40.2005
165,-19.16
166,-24.7202
167,-20.1201
168,-7.87999
169,-6.48
170,-143.08
171,-3.84
172,-6.6
173,-33.4404
174,-27.0802
175,-18.04
176,-2.48
177,-10.96
178,-3.44
179,-56.0809
180,-17.04
181,-9.39999
182,-12.56
183,-13.84
184,-16.16
185,-7.12
186,-5.96
187,-27.8402
188,-16.04
189,-43.2806
190,-10.12
191,-10.04
192,-3.92
193,-41.5605
194,-12.24
195,-12.72
196,-42.5606
197,-18.36
198,-16.28
199,-13.28
200,-18.8801
201,-23.2001
202,-14.72
203,-2.8
204,-35.4404
205,-12.76
206,-84.7615
207,-10.6
208,-25.4402
209,-40.8405
210,-17.68
211,-16.8
212,-5.52
213,-33.9604
214,-10.76
215,-15.12
216,-17.8
217,-19.8001
218,-14
219,-45.1606
220,-2.84
221,-18.44
222,-4.2
223,-52.1208
224,-16.24
225,-16.72
226,-4.12
227,-4.68
228,-9.35999
229,-20.3601
230,-23.7201
231,-29.4803
232,-5.8
233,-4.68
234,-44.0006
235,-2.32
236,-11.04
237,-16.84
238,-10.92
239,-22.4801
240,-5.16
241,-28.2403
242,-9.91999
243,-17.76
244,-3.68
245,-24.8002
246,-5.72
247,-2.68
248,-14.56
249,-0.32
250,-23.1201
251,-4.68
252,-6.08
253,-22.8002
254,-5.48
255,-33.5204
256,-15.56
257,-25.2002
258,-7.99999
259,-23.2401
260,-9.15999
261,-1.2
262,-11.88
263,-15.2
264,-5.24
265,-25.3202
266,-16.52
267,-6.12
268,-22.3601
269,-14
270,-16.12
271,-5.76
272,-14.28
273,0.32
274,-31.3204
275,-7.32
276,-23.2802
277,-1.36
278,-36.5604
279,-3.56
280,-5.44
281,-26.7202
282,-8.04
283,-11.24
284,-16.04
285,-5.52
286,-28.7603
287,-15.96
288,-15.92
289,-10.64
290,-9.03999
291,-8.95999
292,-4.76
293,-18.72
294,-76.8414
295,-8.43999
296,-28.1203
297,-34.5604
298,-3.32
299,-5.48
300,-4.24
301,-13.2
302,-33.7604
303,-32.0004
304,-38.0405
305,-42.4006
306,-35.8804
307,-5.88
308,-13.92
309,-35.5604
310,-7.15999
311,-42.4006
312,-14.04
313,-9.19999
314,-17.28
315,-16.24
316,-38.4005
317,-8.35999
318,-6.72
319,-2.32
320,-40.7205
321,-1.4
322,-8.59999
323,-29.9203
324,-12.32
325,-18.12
326,-9.47999
327,-3.36
328,-31.5604
329,-3.92
330,-27.1602
331,-6.24
332,-1.68
333,-17.28
334,-15.16
335,-6.2
336,-3.56
337,-13.52
338,-22.5601
339,-32.7203
340,-13.72
341,-10.12
342,-11.6
343,-66.3611
344,-37.8405
345,-4.76
346,-6.68
347,-67.7612
348,-19.44
349,-12.64
350,-12.68
351,-29.6003
352,-15.6
353,-14.2
354,-1.96
355,-4.84
356,-13.08
357,-12.48
358,-6.84
359,-7.51999
360,-15.12
361,-29.2003
362,-8.12
