episode,reward_obtained
0,-3.24
1,-2.04
2,-3.24
3,-5.24
4,-1.24
5,-8.12
6,-6.6
7,-2.2
8,-2.48
9,-3.36
10,-15.56
11,-17.08
12,-9.31999
13,-32.6803
14,-5.6
15,-29.9203
16,-41.0005
17,-20.6401
18,-3.44
19,-1.28
20,-13.72
21,-3.48
22,-24.9202
23,-22.6801
24,-0.52
25,-5.44
26,-11.16
27,-9.19999
28,-3.32
29,-9.03999
30,-6.87999
31,-3.96
32,-29.5203
33,-6.55999
34,-42.7606
35,-12.96
36,-7.6
37,-0.32
38,-11.64
39,-17.68
40,-4.28
41,0.24
42,-5.84
43,-7.04
44,-10.44
45,-8.07999
46,-3.28
47,-3.52
48,-2.84
49,-4.4
50,-7.52
51,-4.4
52,-3.32
53,-1.72
54,-6.99999
55,-1.4
56,-4.28
57,-3.44
58,0.4
59,-3.28
60,-1.88
61,-2.12
62,-1.52
63,-4
64,-0.799999
65,-6.92
66,-3.68
67,-6.04
68,-6.08
69,-2.84
70,-6.84
71,-1.92
72,-10.8
73,-26.0002
74,-41.4805
75,-9.55999
76,-11.92
77,-7.95999
78,-1.68
79,-11.36
80,-4.44
81,-2.28
82,-11
83,-2.28
84,-3.68
85,-4
86,-3.16
87,-3.56
88,-10.36
89,-3.92
90,-6.79999
91,0.36
92,-1.08
93,-3.2
94,-2.4
95,-17.12
96,-5.28
97,-7.44
98,-7.36
99,-1.04
100,-16.68
101,-1.96
102,-11.44
103,-2.96
104,-5.48
105,-4.24
106,-9.23999
107,-3.12
108,-6.84
109,-3.24
110,-0.4
111,-4.08
112,-4.44
113,-7.19999
114,-0.999999
115,-7.87999
116,-2.56
117,-1.6
118,-4.2
119,-25.2402
120,-20.8001
121,-0.36
122,-28.3602
123,-8.04
124,-2.92
125,-8.27999
126,-23.8402
127,-4.68
128,-6.12
129,-8.27999
130,-24.3202
131,-3.48
132,-6.28
133,-7.75999
134,-2.8
135,-1.64
136,-1.76
137,-13.36
138,-11.32
139,-2.24
140,-13.52
141,-1.92
142,-14.36
143,-28.6403
144,-10.48
145,-6.35999
146,-2.8
147,-10.76
148,-2.24
149,-15.6
150,0.4
151,-11
152,-22.5201
153,-2.04
154,-9.75999
155,-6.64
156,-2.64
157,-7.08
158,-17
159,-3.8
160,-2.92
161,-0.52
162,-3.84
163,-9.71999
164,-5.4
165,-3.36
166,-0.4
167,-4.8
168,-4
169,-11.36
170,-7.47999
171,-1.72
172,-5.2
173,-8.83999
174,-2.44
175,-1.84
176,-6.68
177,-4.4
178,-3.08
179,-7.04
180,-2.8
181,-10.2
182,-4.28
183,-3.4
184,-1.72
185,-16.8
186,-12
187,-17
188,-3.64
189,-3.48
190,-5.36
191,-6.04
192,0.28
193,-14.08
194,-15.44
195,-4.92
196,-2.16
197,-3.28
198,-6.72
199,-7.95999
200,-4.2
201,-9.59999
202,-6.28
203,-6.27999
204,0.0799999
205,-16.08
206,-6.84
207,-1.48
208,-6.8
209,-13.88
210,-1.4
211,-2.2
212,-7
213,-11.2
214,-2.48
215,-8.59999
216,-1.19209e-07
217,-3
218,-2.36
219,-8.63999
220,-6.96
221,-4.4
222,-2.76
223,-5.44
224,-13.72
225,-3.64
226,-6.59999
227,-5.2
228,-7.15999
229,-10.04
230,-7.71999
231,-0.879999
232,-0.879999
233,-8.95999
234,-4
235,-5.6
236,0.44
237,-10.04
238,-5.16
239,-5.12
240,-27.5203
241,-6.84
242,-15.36
243,-4.4
244,-8.55999
245,-24.0801
246,-28.4002
247,-11.36
248,-10.92
249,-8.79999
250,-1.68
251,-4.52
252,-8.87999
253,-6.92
254,0.0799999
255,-8.91999
256,-4.68
257,-15.52
258,-1.08
259,-7.15999
260,-2.8
261,-2.36
262,-27.2803
263,-14.4
264,-2.12
265,-0.759999
266,-3.92
267,-1.52
268,-4.24
269,-5.2
270,-4.8
271,-3
272,-14.92
273,-2.68
274,-14.52
275,-5.48
276,-12.64
277,-11.32
278,-6.36
279,-1.48
280,-3.04
281,-6.76
282,-7.83999
283,-1.6
284,-0.28
285,-11.32
286,-4.56
287,0.72
288,-3.12
289,-8.12
290,-1.6
291,-1.88
292,-3.2
293,-3.16
294,-0.48
295,-2.96
296,-6.67999
297,0.0799999
298,-15.16
299,-45.7206
300,-4.04
301,-4.92
302,-5.44
303,0.0399998
304,-17.8
305,-9.03999
306,-8.63999
307,-2.84
308,-11.24
309,-9.51999
310,-5.92
311,-5.96
312,-7.36
313,-3.04
314,-5.28
315,-6.84
316,-6.56
317,-1.8
318,-14.8
319,-0.999999
320,-13.4
321,-10.76
322,-4.48
323,-11.48
324,-7.4
325,-5.2
326,-2.44
327,-6.75999
328,-4.44
329,-3.96
330,-8.07999
331,-4.52
332,-2.24
333,-2.68
334,-12.24
335,-15.04
336,-2.56
337,-2.56
338,-11.36
339,-3.16
340,-28.4803
341,-22.3602
342,-13.28
343,-7.87999
344,-2.6
345,-8.59999
346,-13.8
347,-11.28
348,-8.83999
349,-11
350,-10.96
351,-1.48
352,-13.24
353,-2.24
354,-17.28
355,-6.99999
356,-6.92
357,-4.6
358,-2.12
359,-4.76
360,-19.44
361,-2.68
362,-0.6
363,-9.51999
364,-6.36
365,-7.4
366,-4.08
367,-4.96
368,-10.84
369,-15.92
370,0.72
371,-1.4
372,-3.96
373,-5.6
374,-4.84
375,-3.36
376,-7.75999
377,-1.48
378,-3.08
379,-14.08
380,-14.4
381,-7
382,-2.92
383,-6.11999
384,-2.72
385,-8.43999
386,0.36
387,-9.31999
388,-19.08
389,-7.36
390,-14.68
391,-7.79999
392,-6.08
393,-13.68
394,-14.56
395,-2.6
396,-3.64
397,-6.84
398,-1.52
399,-9.27999
400,-5.12
401,-4.44
402,-1.4
403,-5.04
404,-2.24
405,-11.32
406,-1.76
407,-1.96
408,-6.56
409,-11.28
410,-4.4
411,-11.36
412,-16.64
413,-1.76
414,-5.76
415,-10.72
416,-3.72
417,-10.6
418,-3.72
419,-9.35999
420,-4.92
421,-12.28
422,-4.2
423,-0.08
424,-6.32
425,-11
426,-4.28
427,-2.6
428,-10.16
429,-6.36
430,-3.88
431,-7.87999
432,-5
433,-4.88
434,-5.91999
435,-7.75999
436,-2.56
437,-4.64
438,-3.36
439,-7.19999
440,-5.36
441,-6.23999
442,-9.91999
443,-7.28
444,-1.44
445,-4.24
446,-5.2
447,-1.88
448,-7.75999
449,-0.879999
450,-2
451,-5.68
452,-10.6
453,-9.19999
454,-3.84
455,-2.36
456,-5.24
457,-5.95999
458,-5.52
459,-8.2
460,-3.36
461,-0.52
462,-3.84
463,-5.28
464,-3.44
465,-9.59999
466,0.0399998
467,-1.72
468,-9.79999
469,-1.88
470,-2.48
471,-13.92
472,-27.2003
473,-15.04
474,-2.4
475,-2.64
476,-3
477,-8.27999
478,-5.04
479,-9.91999
480,-3.4
481,-8.71999
482,-3.36
483,-2.96
484,-4.32
485,-2.28
486,-6
487,-4.16
488,-8.35999
489,-4.72
490,-3.52
491,-2.4
492,-1.6
493,-5.16
494,-11.12
495,-20.2001
496,-6.12
497,-6.72
498,-5.08
499,-17.24
500,-10.2
501,-6
502,-2.2
503,-4.72
504,-35.1204
505,-3.36
506,-3.16
507,-2.28
508,-5.08
509,-15.32
510,-4.12
511,-4
512,-4.4
513,-11.88
514,-8.71999
515,-5.99999
516,-11.08
517,-6.76
518,-17.84
519,-2.56
520,-1.2
521,-1.92
522,-8.67999
523,-2.88
524,-9.31999
525,-8.51999
526,-4.44
527,-10.76
528,-3.2
529,-8.95999
530,-1.72
531,-9.51999
532,-1.48
533,-8.15999
534,-3.72
535,-2.12
536,-1.52
537,-5.32
538,-6.19999
539,-7.35999
540,-1.52
541,-3.52
542,-1.92
543,-2.04
544,-5.16
545,-11.36
546,-17.52
547,-4.36
548,-9.95999
549,-7.75999
550,-13.48
551,-0.52
552,-11.76
553,-5.12
554,-5.52
555,-2.36
556,-0.52
557,-11.52
558,-8.71999
559,0.64
560,-7.52
561,-1.92
562,-7.75999
563,-6.39999
564,-3.4
565,-6.99999
566,-6.4
567,-3.28
568,-4.24
569,-1.44
570,-5.91999
571,-1.64
572,-7.68
573,-4
574,-2.8
575,-2.96
576,-1.32
577,-1.04
578,-21.0001
579,-2.24
580,-1.6
581,-2.92
582,-3.68
583,0.64
584,-13.64
585,-1.72
586,-0.64
587,-4.76
588,-4.44
589,-3.96
590,-3.52
591,-12.6
592,-3.56
593,-3.48
594,-0.44
595,-15.96
596,-4.2
597,-5.88
598,-1.56
599,-1.28
600,-8.04
601,-3.32
602,-9.31999
603,-4
604,-7.16
605,-2.36
606,-7.79999
607,-3.32
608,-3.64
609,-3.04
610,-1.16
611,-2.04
612,-10.92
613,-12.76
614,-3.84
615,-0.879999
616,-23.2001
617,-8.59999
618,-12.48
619,-2.2
620,-3.64
621,-15.08
622,-5.76
623,-2.88
624,-4.56
625,-6.84
626,-5.24
627,-12.84
628,-4.76
629,-21.6801
630,-2.24
631,-9.67999
632,-13.12
633,-2.44
634,-2.4
635,-17
636,-5.75999
637,-4
638,-12.64
639,-10.24
640,-7.03999
641,-18.44
642,-5.56
643,-2.2
644,-9.03999
645,-3.64
646,-8.12
647,-8.27999
648,-2.4
649,-5.04
650,-4.52
651,-2.08
652,-6.16
653,-10.28
654,-6.88
655,-5.6
656,-0.799999
657,-5.84
658,-2.4
659,-3.52
660,-20.1601
661,-4.4
662,-2.24
663,-9.79999
664,-1.56
665,-1.68
666,-19.32
667,-12.72
668,0.32
669,-1.52
670,-0.08
671,-7.52
672,-7.79999
673,-3.32
674,-1.24
675,-12.12
676,-5.36
677,-2.64
678,-1.68
679,-0.879999
680,-5.8
681,-2.8
682,-4.32
683,-1.76
684,-1.68
685,-13.44
686,-10.8
687,-12.08
688,-3.92
689,-5.44
690,-4.56
691,-4.68
692,-3.84
693,-12.24
694,-8.51999
695,-7.99999
696,-1.44
697,-14.28
698,-8.15999
699,-1.68
700,-17.48
701,-2.52
702,-2.16
703,-5.84
704,-3.32
705,-2.68
706,-1.2
707,-10.72
708,-4.88
709,-2.4
710,-1.32
711,-4.04
712,-5.64
713,-8.79999
714,-14
715,-2.68
716,-4.6
717,-3.6
718,-6
719,-6.32
720,-4.56
721,-8.91999
722,-1.48
723,-7.99999
724,-2.04
725,-15.32
726,-5.36
727,-2.16
728,-8.51999
729,-2.52
730,-11.4
731,-8.39999
732,-3.32
733,-3.16
734,-7.59999
735,-1.6
736,-3.88
737,-8.15999
738,-1.64
739,-11.6
740,-2.4
741,-3.92
742,-2.28
743,-1.44
